filename,true_label,predicted_label,prob_cls0,prob_cls1,prob_cls2,prob_cls3,prob_cls4,prob_cls5,prob_cls6,prob_cls7,prob_cls8,prob_cls9,prob_cls10,prob_cls11,prob_cls12,prob_cls13,prob_cls14,prob_cls15,prob_cls16,prob_cls17,prob_cls18,prob_cls19,prob_cls20,prob_cls21,prob_cls22
Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Chronic-Plaque-122.jpg,14,14,0.00544739,0.00429153,0.01080322,0.00459290,0.00262833,0.02540588,0.00247574,0.00843811,0.00566101,0.00575638,0.00521851,0.00629044,0.03918457,0.00492859,0.81445312,0.00326729,0.00335503,0.00419235,0.00637817,0.00504684,0.00711823,0.00394440,0.02116394
Psoriasis pictures Lichen Planus and related diseases/Psoriasis-Histology-9.jpg,14,22,0.01056671,0.01533508,0.00260162,0.07324219,0.00436783,0.17858887,0.00274467,0.01016998,0.00314331,0.01060486,0.00734711,0.00853729,0.02116394,0.00725174,0.08502197,0.00508881,0.01449585,0.00323677,0.01052094,0.00406647,0.00780106,0.01300049,0.50097656
Warts Molluscum and other Viral Infections/warts-cryotherapy-6.jpg,22,22,0.00256348,0.00424957,0.00529480,0.00269890,0.00316238,0.00342369,0.00360298,0.00723648,0.00487137,0.00321388,0.00271034,0.00568771,0.01286316,0.00473022,0.00589371,0.00402832,0.00380325,0.00544357,0.00365067,0.00477982,0.00526428,0.00378609,0.89697266
Warts Molluscum and other Viral Infections/herpes-type-1-primary-4.jpg,22,22,0.00326538,0.00342941,0.00706482,0.00476837,0.00511169,0.00487518,0.01599121,0.00551605,0.00727081,0.00559998,0.00310135,0.01014709,0.00593185,0.00343704,0.00905609,0.00550079,0.00421524,0.00822449,0.00774384,0.01152802,0.00605011,0.00459671,0.85742188
Acne and Rosacea Photos/acne-primary-lesion-5.jpg,0,0,0.78271484,0.02003479,0.00890350,0.01029968,0.00366402,0.01229095,0.00629044,0.00520325,0.00918579,0.00751877,0.00787354,0.00943756,0.01067352,0.01197052,0.00515366,0.00359344,0.01253510,0.04650879,0.00437546,0.00700760,0.00534821,0.00495148,0.00445938
Nail Fungus and other Nail Disease/yellow-nails-4.jpg,12,12,0.00723648,0.00747681,0.00757599,0.00789642,0.00837708,0.00560760,0.00931549,0.00720596,0.00856781,0.00961304,0.00405884,0.01673889,0.79833984,0.00922394,0.02449036,0.01070404,0.00884247,0.00671387,0.01058960,0.00848389,0.00891876,0.00829315,0.00594711
Nail Fungus and other Nail Disease/yellow-nails-18.jpg,12,12,0.00811768,0.00660324,0.00484467,0.00855255,0.00487900,0.00831604,0.00926971,0.00402451,0.00830078,0.00598145,0.00339890,0.00841522,0.82714844,0.00759888,0.02333069,0.00498581,0.00907898,0.00599289,0.00609589,0.00658417,0.00860596,0.00399399,0.01600647
Tinea Ringworm Candidiasis and other Fungal Infections/north-american-blastomycosis-1.jpg,18,1,0.00474930,0.81298828,0.00335312,0.00288773,0.00336838,0.03182983,0.00175953,0.00305748,0.00790405,0.00352669,0.00358391,0.00909424,0.00275993,0.00571060,0.00267982,0.01459503,0.04507446,0.00429535,0.01312256,0.00383568,0.00612640,0.00503922,0.00847626
Warts Molluscum and other Viral Infections/herpes-simplex-14.jpg,22,22,0.00592804,0.00457001,0.00551987,0.00342178,0.00596237,0.00406265,0.00561142,0.00738144,0.00350571,0.00497818,0.00292969,0.00568771,0.00564194,0.00593567,0.00603485,0.00753784,0.00398254,0.00267982,0.00423050,0.00792694,0.00372887,0.00399780,0.88867188
Nail Fungus and other Nail Disease/psoriasis-110.jpg,12,12,0.00612259,0.00787354,0.00527573,0.00533676,0.00584412,0.00468063,0.00618744,0.00562286,0.00714493,0.00596237,0.00381851,0.01068115,0.85693359,0.00703812,0.01420593,0.00606155,0.00654602,0.00564575,0.00748825,0.00710297,0.00447464,0.00520706,0.00462723
Acne and Rosacea Photos/rosacea-nose-38.jpg,0,0,0.86669922,0.00464249,0.00473022,0.00527573,0.00326729,0.00423813,0.00663757,0.00838470,0.00437546,0.00660706,0.00817108,0.01040649,0.00887299,0.00568771,0.00339890,0.00461960,0.00616074,0.00577545,0.00826263,0.00472260,0.00991821,0.00424576,0.00494766
Warts Molluscum and other Viral Infections/herpes-zoster-175.jpg,22,0,0.84716797,0.01006317,0.00299454,0.00701523,0.00333405,0.00724792,0.00394440,0.00632858,0.00404358,0.00947571,0.01180267,0.00477982,0.00694275,0.00468063,0.00292778,0.00288963,0.03050232,0.00918579,0.00883484,0.00469208,0.00296211,0.00332642,0.00477219
Tinea Ringworm Candidiasis and other Fungal Infections/tinea-groin-72.jpg,18,18,0.00473404,0.00653458,0.00536728,0.00515747,0.00471497,0.00512314,0.00345612,0.01238251,0.00482941,0.00431442,0.00460052,0.00845337,0.00657654,0.00725555,0.00585175,0.00486374,0.00535202,0.00461960,0.87060547,0.00791168,0.00753021,0.00639725,0.00356674
Seborrheic Keratoses and other Benign Tumors/nevus-sebaceous-40.jpg,16,16,0.00320625,0.01506042,0.00641632,0.00402069,0.00333786,0.00545120,0.00650024,0.00765610,0.00377846,0.00314140,0.01902771,0.01035309,0.01079559,0.00505829,0.00812531,0.00223732,0.81152344,0.00525284,0.04666138,0.00485611,0.00405884,0.00909424,0.00419998
Nail Fungus and other Nail Disease/Bed-Ridges-2.jpg,12,12,0.00498199,0.00654984,0.00609207,0.00562668,0.00548172,0.00879669,0.01905823,0.00643539,0.00638962,0.01000214,0.01315308,0.00820160,0.81640625,0.00525665,0.02009583,0.00927734,0.00515747,0.00420380,0.00851440,0.01309204,0.00410461,0.00540924,0.00755692
Acne and Rosacea Photos/acne-pustular-17.jpg,0,0,0.86816406,0.00584030,0.00684357,0.00603485,0.00536728,0.00618362,0.00748062,0.00677109,0.00448608,0.00546265,0.00478745,0.00629807,0.00709534,0.00809479,0.00606918,0.00639343,0.00416946,0.00428391,0.00721741,0.00740433,0.00491714,0.00547409,0.00526810
Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/basal-cell-carcinoma-lip-29.jpg,1,1,0.00859070,0.75146484,0.00403976,0.00306702,0.00525284,0.00341225,0.00930023,0.01820374,0.00856781,0.00407791,0.00909424,0.01655579,0.01143646,0.00823975,0.00385857,0.00385666,0.07629395,0.00264740,0.02421570,0.00690460,0.00885010,0.00646591,0.00562668
Systemic Disease/acanthosis-nigricans-59.jpg,17,17,0.04492188,0.00691986,0.00331116,0.01215363,0.00439453,0.01258850,0.00572586,0.00521088,0.00439835,0.00578690,0.00573730,0.00795746,0.00983429,0.01181030,0.02088928,0.00541687,0.00599670,0.80029297,0.00637817,0.00154018,0.00965118,0.00390625,0.00541306
Warts Molluscum and other Viral Infections/herpes-cutaneous-12.jpg,22,5,0.01992798,0.00542450,0.00964355,0.00737762,0.00726318,0.65478516,0.00272179,0.00748062,0.00625229,0.00160789,0.01658630,0.00770950,0.01130676,0.06494141,0.04699707,0.00139999,0.01071167,0.00457001,0.03013611,0.00364876,0.00178528,0.00242615,0.07513428
Eczema Photos/eczema-foot-38.jpg,5,5,0.00231934,0.00244904,0.00579453,0.00216866,0.00205803,0.90429688,0.00670624,0.00422668,0.00363541,0.00503159,0.00290298,0.00318718,0.00400925,0.00444412,0.00228119,0.00397491,0.00273514,0.00324440,0.01629639,0.00491333,0.00370789,0.00630188,0.00334167
Hair Loss Photos Alopecia and other Hair Diseases/alopecia-areata-22.jpg,7,7,0.00766373,0.00873566,0.00626373,0.00646210,0.00301933,0.00521469,0.00583649,0.76318359,0.00416183,0.00456238,0.00506973,0.01159668,0.10955811,0.00778961,0.00892639,0.00497055,0.00706100,0.00322914,0.00312805,0.00877380,0.00396347,0.00508881,0.00554276
Seborrheic Keratoses and other Benign Tumors/seborrheic-keratoses-smooth-36.jpg,16,16,0.00247765,0.00730515,0.00338936,0.00546646,0.00360107,0.00951385,0.00349236,0.00514984,0.00276566,0.00326157,0.00345039,0.00711441,0.00394821,0.00444412,0.00308037,0.00295258,0.89990234,0.00271034,0.00798798,0.00390625,0.00588989,0.00426483,0.00407791
Nail Fungus and other Nail Disease/periungual-warts-9.jpg,12,12,0.00682831,0.01051331,0.00578690,0.00340271,0.00549316,0.00890350,0.00336075,0.08221436,0.00497818,0.00395203,0.00506210,0.00688934,0.45947266,0.00754929,0.00746536,0.00540543,0.01834106,0.13134766,0.00817871,0.00377464,0.01017761,0.00453949,0.19641113
Vascular Tumors/hemangioma-infancy-59.jpg,20,20,0.00952911,0.00519180,0.00850677,0.00381088,0.00531769,0.00794220,0.01225281,0.00587463,0.00460434,0.00863647,0.00566483,0.00524902,0.00591278,0.00466919,0.00781250,0.00479126,0.01133728,0.00411224,0.00341988,0.00502777,0.86132812,0.00312233,0.00586319
Seborrheic Keratoses and other Benign Tumors/chondrodermatitis-nodularis-31.jpg,16,16,0.00332832,0.02156067,0.00371742,0.00293922,0.00322533,0.00388908,0.00360298,0.00444412,0.00248337,0.01332092,0.00339508,0.00430679,0.00386810,0.00427246,0.00362206,0.00360870,0.88330078,0.00287628,0.00392914,0.00646973,0.01002502,0.00443268,0.00327492
Psoriasis pictures Lichen Planus and related diseases/8Psoriasis2-127.jpg,14,5,0.00218964,0.02108765,0.02302551,0.00637817,0.01230621,0.78515625,0.00527573,0.00272179,0.00535965,0.00493622,0.00267601,0.00251007,0.00317001,0.00397110,0.08911133,0.00317955,0.00442123,0.00432587,0.00340652,0.00240707,0.00415039,0.00610352,0.00229263
Acne and Rosacea Photos/acne-open-comedo-17.jpg,0,0,0.86083984,0.00600052,0.00529099,0.00385475,0.00418854,0.00479126,0.00636292,0.00683975,0.00408554,0.01374054,0.00368881,0.00572205,0.00722122,0.00743866,0.00519562,0.00398636,0.01107025,0.00491333,0.00862885,0.00911713,0.00343704,0.00524902,0.00840759
Warts Molluscum and other Viral Infections/warts-plantar-45.jpg,22,22,0.00630951,0.00534821,0.00645065,0.00526047,0.00516510,0.07824707,0.00994110,0.00643539,0.00246620,0.00305748,0.00502777,0.00599289,0.00488281,0.00782776,0.04437256,0.00448227,0.00697327,0.00500870,0.01396942,0.00992584,0.00690079,0.00485229,0.75097656
Atopic Dermatitis Photos/05kerPilarisFlorid.jpg,2,13,0.00399017,0.00847626,0.25317383,0.00224113,0.01360321,0.10168457,0.00498199,0.00457001,0.00536346,0.01393127,0.00523758,0.00392914,0.02807617,0.47949219,0.01586914,0.00240326,0.01000977,0.01589966,0.00234985,0.00453568,0.00469208,0.01142120,0.00388908
Psoriasis pictures Lichen Planus and related diseases/Lichen-Sclerosus-Skin-53.jpg,14,17,0.02310181,0.03390503,0.00170803,0.00978851,0.05792236,0.01212311,0.01265717,0.01733398,0.00865173,0.22070312,0.01134491,0.04934692,0.00249863,0.00350571,0.20288086,0.00751495,0.01146698,0.26513672,0.01547241,0.00441742,0.00848389,0.01186371,0.00811768
Exanthems and Drug Eruptions/drug-eruptions-92.jpg,6,8,0.00453568,0.00728989,0.00770950,0.00266647,0.00253677,0.00751114,0.05920410,0.00819397,0.62060547,0.00647736,0.00370979,0.00264549,0.00344276,0.00637817,0.00556564,0.01100922,0.00352287,0.01470947,0.18640137,0.00429916,0.01483917,0.00590515,0.01081085
Nail Fungus and other Nail Disease/congenital-anomalies-4.jpg,12,12,0.00723267,0.00716019,0.00654602,0.00542068,0.00606918,0.00531387,0.01299286,0.00599670,0.00665283,0.00710678,0.00545883,0.00853729,0.82275391,0.01199341,0.02352905,0.00745392,0.00604630,0.00757217,0.00742340,0.00633621,0.00497818,0.01261902,0.00464249
Warts Molluscum and other Viral Infections/herpes-type-1-recurrent-28.jpg,22,22,0.01073456,0.00306702,0.00503159,0.00544739,0.00315666,0.00655746,0.00521851,0.00565338,0.00339699,0.00304985,0.00520706,0.00475693,0.00493240,0.01065063,0.00376511,0.00266075,0.00400162,0.00279999,0.00421143,0.00854492,0.00247192,0.00305557,0.89160156
Lupus and other Connective Tissue diseases/scleroderma-30.jpg,10,16,0.07110596,0.08374023,0.01432800,0.01194763,0.01490784,0.02796936,0.00484467,0.01128387,0.00547791,0.00370407,0.07128906,0.01184845,0.00575256,0.07177734,0.01023865,0.00462723,0.37060547,0.01211548,0.01686096,0.00762177,0.01896667,0.12280273,0.02636719
Exanthems and Drug Eruptions/drug-eruptions-32.jpg,6,13,0.00648117,0.17822266,0.01605225,0.00436401,0.00918579,0.12963867,0.06799316,0.00860596,0.00419235,0.18859863,0.02102661,0.02349854,0.00994110,0.23840332,0.00611115,0.00701141,0.01333618,0.00709534,0.00370979,0.02691650,0.01118469,0.00532532,0.01309204
Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-large-skin-folds-110.jpg,18,17,0.07397461,0.01887512,0.01029968,0.01246643,0.00375938,0.12121582,0.01823425,0.00691986,0.00633621,0.01806641,0.00868988,0.07263184,0.01332092,0.02249146,0.05737305,0.00604248,0.01449585,0.41137695,0.07220459,0.00144386,0.01034546,0.00462341,0.01493835
Systemic Disease/sarcoid-27.jpg,17,1,0.01440430,0.77441406,0.00725555,0.00503922,0.00653458,0.00570679,0.00744247,0.00984955,0.00685120,0.00667953,0.00577927,0.00922394,0.01531219,0.00940704,0.00572205,0.00901031,0.01025391,0.04016113,0.00949860,0.01410675,0.00727844,0.01492310,0.00525665
Eczema Photos/eczema-subacute-85.jpg,5,5,0.00379562,0.00896454,0.00592804,0.00219727,0.00419617,0.91845703,0.00587845,0.00461197,0.00418854,0.00397110,0.00314522,0.00257874,0.00302315,0.00539017,0.00163937,0.00225830,0.00198364,0.00372505,0.00328445,0.00290489,0.00242805,0.00324821,0.00234985
Actinic Keratosis Basal Cell Carcinoma and other Malignant Lesions/ctcl-78.jpg,1,1,0.00349426,0.89697266,0.00346947,0.00251198,0.00447464,0.01003265,0.00231743,0.00257111,0.00317192,0.00232315,0.00762939,0.00244331,0.00186539,0.00475311,0.00627899,0.00252533,0.00565338,0.00579453,0.01405334,0.00555801,0.00259781,0.00591278,0.00345993
Bullous Disease Photos/diabetic-bullae-31.jpg,3,3,0.00578308,0.01168823,0.00325584,0.60839844,0.00482941,0.01339722,0.00211525,0.00343513,0.00745010,0.00535965,0.02458191,0.01136017,0.02812195,0.01142120,0.02215576,0.08056641,0.06335449,0.01373291,0.02027893,0.00444412,0.03479004,0.00290298,0.01663208
Scabies Lyme Disease and other Infestations and Bites/tick-bite-15.jpg,15,15,0.00643158,0.02236938,0.00851440,0.00375938,0.00342751,0.01649475,0.00404358,0.00408173,0.01198578,0.00418854,0.00460052,0.01287842,0.00415802,0.00448990,0.00685501,0.82421875,0.01985168,0.00513840,0.00695801,0.00406265,0.00405884,0.00503922,0.01236725
Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-184.jpg,16,16,0.00333023,0.08374023,0.00435638,0.00661087,0.00584793,0.01048279,0.00549698,0.00683594,0.00537872,0.00405121,0.00382996,0.00615311,0.00318909,0.00612640,0.00381279,0.00267982,0.79589844,0.01008606,0.00569916,0.00526810,0.01120758,0.00411606,0.00593948
Tinea Ringworm Candidiasis and other Fungal Infections/kerion-12.jpg,18,18,0.00352859,0.01631165,0.00272751,0.00284386,0.00682831,0.00580215,0.00263596,0.00398254,0.01411438,0.00124550,0.00341225,0.00775146,0.00891876,0.01571655,0.00572205,0.00490952,0.00642776,0.00670242,0.86328125,0.00288391,0.00211143,0.00693512,0.00542068
Hair Loss Photos Alopecia and other Hair Diseases/alopecia-areata-103.jpg,7,7,0.00532532,0.00492859,0.00461960,0.00522232,0.00542450,0.00446320,0.00440979,0.58593750,0.00422668,0.00456238,0.00434494,0.00467682,0.30761719,0.00667572,0.00591660,0.00464630,0.00751114,0.00463867,0.00591660,0.00597763,0.00381470,0.00473022,0.00413513
Nail Fungus and other Nail Disease/lichen-planus-204.jpg,12,14,0.00543594,0.01765442,0.00682449,0.00280380,0.00498581,0.01808167,0.00402832,0.00833893,0.00450134,0.00541687,0.00598907,0.00664520,0.16687012,0.00465012,0.68066406,0.00409317,0.01748657,0.00706863,0.00359917,0.00527954,0.00862885,0.00614929,0.00467682
Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-91.jpg,16,5,0.02468872,0.00678253,0.00197601,0.00792694,0.00805664,0.79101562,0.03228760,0.00571442,0.00545502,0.00571442,0.00887299,0.00505829,0.00528717,0.00681305,0.00363350,0.00389481,0.03656006,0.02212524,0.00263023,0.00274849,0.00198174,0.00265121,0.00830841
Tinea Ringworm Candidiasis and other Fungal Infections/candidiasis-diaper-11.jpg,18,14,0.00273514,0.00466919,0.00485611,0.00242615,0.00487518,0.00583649,0.00231934,0.00438309,0.00214195,0.00219345,0.00140190,0.00339890,0.00562286,0.00630569,0.90966797,0.00174618,0.00284767,0.00356674,0.00556946,0.00245285,0.00424194,0.00532532,0.01136780
Vascular Tumors/cherry-angioma-23.jpg,20,20,0.00592804,0.00432205,0.00715637,0.00624466,0.00576401,0.00614929,0.00517654,0.00886536,0.00713348,0.00574112,0.00465775,0.00538254,0.01000977,0.00839996,0.00663757,0.00466537,0.00461578,0.00631714,0.00482559,0.00641632,0.86718750,0.00387764,0.00449371
Tinea Ringworm Candidiasis and other Fungal Infections/tinea-face-55.jpg,18,18,0.00287056,0.00720978,0.00492096,0.00131893,0.00346375,0.01551819,0.00294876,0.00435257,0.00216675,0.02491760,0.01174927,0.00454712,0.01062775,0.01124573,0.02999878,0.00241661,0.00632477,0.00317955,0.83105469,0.00293350,0.00649261,0.00317955,0.00678635
Exanthems and Drug Eruptions/roseola-infantum-3.jpg,6,6,0.00731659,0.00646973,0.01107788,0.00817871,0.00527954,0.01899719,0.82226562,0.00455475,0.00380707,0.00706100,0.00524521,0.00758743,0.00798798,0.00600433,0.03738403,0.00442886,0.00819397,0.00426102,0.00645447,0.00395966,0.00584030,0.00218391,0.00537109
Herpes HPV and other STDs Photos/molluscum-contagiosum-144.jpg,8,8,0.00622940,0.00329781,0.00426483,0.00352287,0.00844574,0.00484085,0.00303459,0.00888824,0.62792969,0.00577927,0.00195885,0.00484848,0.01458740,0.00257492,0.00456238,0.00364685,0.00458145,0.00469589,0.00415039,0.00268364,0.01918030,0.00229645,0.25390625
Seborrheic Keratoses and other Benign Tumors/accessory-trachus-6.jpg,16,0,0.22851562,0.01696777,0.01342010,0.01364899,0.01026917,0.00572968,0.00528336,0.04916382,0.00334549,0.03518677,0.00411987,0.04345703,0.01233673,0.01234436,0.01295471,0.05032349,0.16809082,0.08911133,0.01919556,0.01018524,0.00561905,0.00679398,0.18395996
Bullous Disease Photos/pemphigus-26.jpg,3,3,0.00374985,0.03366089,0.00948334,0.59814453,0.00652313,0.00791168,0.00413132,0.00990295,0.00725555,0.01818848,0.00340843,0.01672363,0.00527573,0.00624466,0.01543427,0.00878143,0.02525330,0.01507568,0.01730347,0.00568771,0.00793457,0.16711426,0.00676727
Seborrheic Keratoses and other Benign Tumors/seborrheic-keratosis-irritated-135.jpg,16,0,0.40112305,0.07122803,0.00602341,0.01956177,0.00381470,0.03308105,0.00786591,0.00504303,0.00981903,0.00515747,0.00747299,0.00646210,0.00437927,0.00865936,0.05563354,0.00182533,0.09136963,0.01002502,0.17590332,0.00299454,0.00428772,0.00996399,0.05841064
Poison Ivy Photos and other Contact Dermatitis/rhus-dermatitis-58.jpg,13,13,0.00458908,0.00531006,0.00533295,0.00791168,0.00539017,0.00892639,0.00531387,0.00550461,0.00355911,0.00915527,0.00524521,0.00669098,0.00596237,0.86865234,0.00997162,0.00393295,0.00736237,0.00326920,0.00668716,0.00485229,0.00603867,0.00485992,0.00530243
Melanoma Skin Cancer Nevi and Moles/halo-nevus-21.jpg,11,11,0.00355339,0.00465393,0.00883484,0.00387955,0.00423431,0.01428986,0.00533676,0.00654602,0.00311279,0.02226257,0.00994873,0.83935547,0.00473785,0.00446701,0.01448822,0.00278091,0.00211525,0.00448227,0.01939392,0.00542831,0.00464630,0.00638962,0.00503540
Tinea Ringworm Candidiasis and other Fungal Infections/perleche-36.jpg,18,18,0.02139282,0.11071777,0.00512314,0.00355530,0.01797485,0.01427460,0.00266266,0.01285553,0.01514435,0.05532837,0.01241302,0.00342178,0.00731277,0.10729980,0.00173283,0.00834656,0.01287079,0.00536346,0.55029297,0.00818634,0.01354218,0.00421143,0.00612640
Acne and Rosacea Photos/acne-open-comedo-36.jpg,0,1,0.13745117,0.67675781,0.00345039,0.01322937,0.00220299,0.02978516,0.00283623,0.00483704,0.00402069,0.03961182,0.02197266,0.00370789,0.00561523,0.00319099,0.00353622,0.00301361,0.01702881,0.00331116,0.00669861,0.00209808,0.00351906,0.00599670,0.00630569
Acne and Rosacea Photos/acne-cystic-55.jpg,0,0,0.86376953,0.00611496,0.00777435,0.00657654,0.00448608,0.00743484,0.00745773,0.00730515,0.00476074,0.00708771,0.00568390,0.00607681,0.00709534,0.00827026,0.00539017,0.00600433,0.00390434,0.00504684,0.00565720,0.00876617,0.00458908,0.00576401,0.00508499
Nail Fungus and other Nail Disease/psoriasis-40.jpg,12,12,0.00457001,0.00983429,0.00299835,0.00663757,0.00527954,0.00693130,0.00438309,0.00859070,0.00487518,0.01418304,0.00516510,0.00659943,0.77636719,0.00892639,0.06787109,0.00385666,0.01710510,0.00772476,0.00925446,0.00400543,0.00792694,0.00330734,0.01342010
Tinea Ringworm Candidiasis and other Fungal Infections/intertrigo-57.jpg,18,18,0.00494385,0.00562286,0.00702286,0.00513840,0.00302887,0.00627899,0.00344467,0.00664139,0.00789642,0.00397873,0.00324440,0.00506210,0.00471878,0.00625229,0.00849152,0.00321579,0.00574112,0.00338745,0.88232422,0.00473404,0.00468826,0.00666809,0.00769043
Eczema Photos/eczema-hand-177.jpg,5,5,0.00396729,0.00319862,0.01213837,0.00418472,0.00444031,0.88183594,0.00540924,0.00592041,0.00705338,0.00472260,0.00326157,0.00654984,0.00627518,0.00328445,0.00460815,0.00702286,0.00432968,0.00335884,0.00412750,0.00822449,0.00526428,0.00564575,0.00506210
